page,rubric,sub_rubric,complete_rubric,remedy,grade
9,"BAD news, ailments from",,"Mind, BAD news, ailments from",lyss,1
9,"BAD news, ailments from",,"Mind, BAD news, ailments from",med,2
9,"BAD news, ailments from",,"Mind, BAD news, ailments from",nat-m,2
9,"BAD news, ailments from",,"Mind, BAD news, ailments from",nat-p,1
9,"BAD news, ailments from",,"Mind, BAD news, ailments from",paeon,1
9,"BAD news, ailments from",,"Mind, BAD news, ailments from",pall,2
9,"BAD news, ailments from",,"Mind, BAD news, ailments from",phos,1
9,"BAD news, ailments from",,"Mind, BAD news, ailments from",puls,1
9,"BAD news, ailments from",,"Mind, BAD news, ailments from",stram,1
9,"BAD news, ailments from",,"Mind, BAD news, ailments from",sulph,2
9,BARKING,,"Mind, BARKING",Bell,2
9,BARKING,,"Mind, BARKING",calc,1
9,BARKING,,"Mind, BARKING",canth,2
9,BARKING,,"Mind, BARKING",stram,1
9,"BATTLES, talks about",,"Mind, BATTLES, talks about",Bell,1
9,"BATTLES, talks about",,"Mind, BATTLES, talks about",hyos,1
9,"BED, aversion to",,"Mind, BED, aversion to",Acon,2
9,"BED, aversion to",,"Mind, BED, aversion to",ars,1
9,"BED, aversion to",,"Mind, BED, aversion to",bapt,1
9,"BED, aversion to",,"Mind, BED, aversion to",calc,1
9,"BED, aversion to",,"Mind, BED, aversion to",camph,1
9,"BED, aversion to",,"Mind, BED, aversion to",cann-s,1
9,"BED, aversion to",,"Mind, BED, aversion to",canth,1
9,"BED, aversion to",,"Mind, BED, aversion to",caust,1
9,"BED, aversion to",,"Mind, BED, aversion to",cedr,2
9,"BED, aversion to",,"Mind, BED, aversion to",cench,1
9,"BED, aversion to",,"Mind, BED, aversion to",cupr,1
9,"BED, aversion to",,"Mind, BED, aversion to",kali-ar,1
9,"BED, aversion to",,"Mind, BED, aversion to",lach,1
9,"BED, aversion to",,"Mind, BED, aversion to",lyc,1
9,"BED, aversion to",,"Mind, BED, aversion to",merc,1
9,"BED, aversion to",,"Mind, BED, aversion to",nat-c,1
9,"BED, aversion to",,"Mind, BED, aversion to",squil,1
9,"BED, aversion to",desires to remain in,"Mind, BED, aversion to, desires to remain in",Alum,1
9,"BED, aversion to",desires to remain in,"Mind, BED, aversion to, desires to remain in",alumn,1
9,"BED, aversion to",desires to remain in,"Mind, BED, aversion to, desires to remain in",arg-n,2
9,"BED, aversion to",desires to remain in,"Mind, BED, aversion to, desires to remain in",con,1
9,"BED, aversion to",desires to remain in,"Mind, BED, aversion to, desires to remain in",hyos,2
9,"BED, aversion to",desires to remain in,"Mind, BED, aversion to, desires to remain in",merc,1
9,"BED, aversion to",desires to remain in,"Mind, BED, aversion to, desires to remain in",psor,1
9,"BED, aversion to",desires to remain in,"Mind, BED, aversion to, desires to remain in",rob,1
9,"BED, aversion to",desires to remain in,"Mind, BED, aversion to, desires to remain in",verat-v,1
9,"BED, aversion to","jumps out of, wants to destroy himself but lacks courage","Mind, BED, aversion to, jumps out of, wants to destroy himself but lacks courage",Chin,1
9,"BED, aversion to","jumps out of, wants to destroy himself but lacks courage, and runs recklessly about","Mind, BED, aversion to, jumps out of, wants to destroy himself but lacks courage, and runs recklessly about",Sabad,1
9,"BEGGING, entreating",,"Mind, BEGGING, entreating",Ars,1
9,"BEGGING, entreating",,"Mind, BEGGING, entreating",stram,1
9,"BEGGING, entreating",in sleep,"Mind, BEGGING, entreating, in sleep",Stann,1
9,BELLOWING,,"Mind, BELLOWING",Bell,1
9,BELLOWING,,"Mind, BELLOWING",canth,2
9,BELLOWING,,"Mind, BELLOWING",cupr,2
9,BENEVOLENCE,,"Mind, BENEVOLENCE",Coff,1
9,BITING,,"Mind, BITING",Acon,1
9,BITING,,"Mind, BITING",ant-t,1
9,BITING,,"Mind, BITING",anthr,1
9,BITING,,"Mind, BITING",aster,1
9,BITING,,"Mind, BITING",Bell,3
9,BITING,,"Mind, BITING",bufo,1
9,BITING,,"Mind, BITING",calc,2
9,BITING,,"Mind, BITING",camph,2
9,BITING,,"Mind, BITING",cann-i,1
9,BITING,,"Mind, BITING",canth,2
9,BITING,,"Mind, BITING",carb-s,2
9,BITING,,"Mind, BITING",carb-v,1
9,BITING,,"Mind, BITING",cic,1
9,BITING,,"Mind, BITING",croc,1
9,BITING,,"Mind, BITING",cub,1
9,BITING,,"Mind, BITING",cupr,2
9,BITING,,"Mind, BITING",cur,1
9,BITING,,"Mind, BITING",hura,1
9,BITING,,"Mind, BITING",hydr-ac,1
9,BITING,,"Mind, BITING",hyos,2
9,BITING,,"Mind, BITING",lach,2
9,BITING,,"Mind, BITING",lyss,2
9,BITING,,"Mind, BITING",op,1
9,BITING,,"Mind, BITING",phos,1
9,BITING,,"Mind, BITING",phyt,2
9,BITING,,"Mind, BITING",plb,1
9,BITING,,"Mind, BITING",sec,1
9,BITING,,"Mind, BITING",Stram,3
9,BITING,,"Mind, BITING",verat,2
9,BITING,night,"Mind, BITING, night",Bell,1
9,BITING,"convulsions, with","Mind, BITING, convulsions, with",Lyss,1
9,BITING,fingers,"Mind, BITING, fingers",Arum-t,2
9,BITING,fingers,"Mind, BITING, fingers",op,1
9,BITING,fingers,"Mind, BITING, fingers",plb,1
9,BITING,hands,"Mind, BITING, hands",Hura,1
9,BITING,hands,"Mind, BITING, hands",op,1
9,BITING,himself,"Mind, BITING, himself",Acon,1
9,BITING,himself,"Mind, BITING, himself",hura,1
9,BITING,himself,"Mind, BITING, himself",lyss,1
9,BITING,himself,"Mind, BITING, himself",op,1
9,BITING,himself,"Mind, BITING, himself",plb,1
9,BITING,himself,"Mind, BITING, himself",tarent,1
9,BITING,pillow,"Mind, BITING, pillow",Lyss,1
9,BITING,pillow,"Mind, BITING, pillow",phos,1
9,BITING,"spoons, etc","Mind, BITING, spoons, etc",Ars,1
9,BITING,"spoons, etc","Mind, BITING, spoons, etc",bell,2
9,BITING,"spoons, etc","Mind, BITING, spoons, etc",cupr,1
9,BITING,"spoons, etc","Mind, BITING, spoons, etc",lyss,1
9,BITING,tumblers,"Mind, BITING, tumblers",Ars,1
9,"BLACK and sombre, everything that is, aversion to",,"Mind, BLACK and sombre, everything that is, aversion to",Rob,1
9,"BLACK and sombre, everything that is, aversion to",,"Mind, BLACK and sombre, everything that is, aversion to",stram,1
9,"BLACK and sombre, everything that is, aversion to",,"Mind, BLACK and sombre, everything that is, aversion to",tarent,2
10,"BLACK and sombre, everything that is, aversion to","BLINDNESS, pretended","Mind, BLACK and sombre, everything that is, aversion to, BLINDNESS, pretended",Verat,1
10,"BLOOD, cannot look at, or a knife",,"Mind, BLOOD, cannot look at, or a knife",Alum,3
10,"BREAK things, desire to",,"Mind, BREAK things, desire to",Apis,2
10,"BREAK things, desire to",,"Mind, BREAK things, desire to",hura,1
10,"BREAK things, desire to",,"Mind, BREAK things, desire to",stram,2
10,"BREAK things, desire to",,"Mind, BREAK things, desire to",tub,2
10,BROODING,,"Mind, BROODING",Alum,1
10,BROODING,,"Mind, BROODING",arn,1
10,BROODING,,"Mind, BROODING",aur,1
10,BROODING,,"Mind, BROODING",bell,1
10,BROODING,,"Mind, BROODING",calc-s,1
10,BROODING,,"Mind, BROODING",canth,1
10,BROODING,,"Mind, BROODING",caps,1
10,BROODING,,"Mind, BROODING",caust,1
10,BROODING,,"Mind, BROODING",cham,1
10,BROODING,,"Mind, BROODING",cocc,1
10,BROODING,,"Mind, BROODING",cycl,1
10,BROODING,,"Mind, BROODING",euphr,1
10,BROODING,,"Mind, BROODING",gels,2
10,BROODING,,"Mind, BROODING",hell,1
10,BROODING,,"Mind, BROODING",Ign,3
10,BROODING,,"Mind, BROODING",ip,1
10,BROODING,,"Mind, BROODING",kali-p,1
10,BROODING,,"Mind, BROODING",mez,1
10,BROODING,,"Mind, BROODING",mur-ac,1
10,BROODING,,"Mind, BROODING",naja,2
10,BROODING,,"Mind, BROODING",nux-v,1
10,BROODING,,"Mind, BROODING",olnd,1
10,BROODING,,"Mind, BROODING",op,1
10,BROODING,,"Mind, BROODING",ph-ac,2
10,BROODING,,"Mind, BROODING",sulph,1
10,BROODING,,"Mind, BROODING",Verat,3
10,BROODING,evening,"Mind, BROODING, evening",Verat,3
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",Agar,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",am-c,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",anac,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",ars-h,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",ars,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",aur-m,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",brom,2
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",chin-s,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",cimic,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",con,2
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",cop,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",fl-ac,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",graph,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",hipp,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",kali-ar,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",kali-bi,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",kali-br,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",kali-c,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",kali-i,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",kali-s,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",lach,2
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",lact-ac,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",laur,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",lil-t,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",mag-s,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",ph-ac,1
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",phyt,2
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",puls,2
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",Sep,3
10,"BUSINESS, averse to",,"Mind, BUSINESS, averse to",sulph,2
10,"BUSINESS, averse to",incapacity for,"Mind, BUSINESS, averse to, incapacity for",Agn,1
10,"BUSINESS, averse to",incapacity for,"Mind, BUSINESS, averse to, incapacity for",kali-bi,1
10,"BUSINESS, averse to",incapacity for,"Mind, BUSINESS, averse to, incapacity for",sul-i,1
10,"BUSINESS, averse to",talks of,"Mind, BUSINESS, averse to, talks of",Ars,1
10,"BUSINESS, averse to",talks of,"Mind, BUSINESS, averse to, talks of",bell,1
10,"BUSINESS, averse to",talks of,"Mind, BUSINESS, averse to, talks of",Bry,3
10,"BUSINESS, averse to",talks of,"Mind, BUSINESS, averse to, talks of",canth,1
10,"BUSINESS, averse to",talks of,"Mind, BUSINESS, averse to, talks of",cimic,1
10,"BUSINESS, averse to",talks of,"Mind, BUSINESS, averse to, talks of",dor,1
10,"BUSINESS, averse to",talks of,"Mind, BUSINESS, averse to, talks of",hyos,2
10,"BUSINESS, averse to",talks of,"Mind, BUSINESS, averse to, talks of",mygal,1
10,"BUSINESS, averse to",talks of,"Mind, BUSINESS, averse to, talks of",op,1
10,"BUSINESS, averse to",talks of,"Mind, BUSINESS, averse to, talks of",phos,1
10,"BUSINESS, averse to",talks of,"Mind, BUSINESS, averse to, talks of",plb,1
10,"BUSINESS, averse to",talks of,"Mind, BUSINESS, averse to, talks of",stram,1
10,"BUSINESS, averse to",talks of,"Mind, BUSINESS, averse to, talks of",sulph,1
10,BUSY,,"Mind, BUSY",Apis,2
10,BUSY,,"Mind, BUSY",bry,2
10,BUSY,,"Mind, BUSY",calad,1
10,BUSY,,"Mind, BUSY",calc,1
10,BUSY,,"Mind, BUSY",caps,1
10,BUSY,,"Mind, BUSY",cocc,1
10,BUSY,,"Mind, BUSY",ign,1
10,BUSY,,"Mind, BUSY",rhus-t,1
10,BUSY,,"Mind, BUSY",stram,1
10,BUSY,,"Mind, BUSY",sulph,1
10,BUSY,,"Mind, BUSY",verat,2
10,BUSY,fruitlessly,"Mind, BUSY, fruitlessly",Stann,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",Acon,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",agar,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",alum,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",am-c,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",arn,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",ars,2
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",asaf,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",aur-m,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",bar-c,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",bell,2
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",brom,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",Bry,3
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",calc-s,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",calc,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",cann-i,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",canth,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",caps,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",carb-an,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",carb-s,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",Cham,3
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",chin-a,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",chin,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",cimic,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",Cina,3
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",coff,2
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",croc,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",dig,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",dros,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",dulc,2
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",grat,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",hep,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",ign,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",Ip,3
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",kali-ar,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",Kali-c,3
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",kreos,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",lach,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",led,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",lyc,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",mag-m,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",merc,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",nit-ac,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",nux-m,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",nux-v,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",op,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",par,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",phos,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",puls,2
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",raph,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",rheum,2
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",rhod,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",sarr,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",sec,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",sil,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",spong,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",Staph,3
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",stram,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",sulph,2
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",thuj,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",viol-t,1
10,CAPRICIOUSNESS,,"Mind, CAPRICIOUSNESS",zinc,1
10,CAPRICIOUSNESS,morning,"Mind, CAPRICIOUSNESS, morning",Staph,1
10,CAPRICIOUSNESS,evening,"Mind, CAPRICIOUSNESS, evening",Ign,1
10,CAREFULNESS,,"Mind, CAREFULNESS",Ars,1
10,CAREFULNESS,,"Mind, CAREFULNESS",bar-c,1
10,CAREFULNESS,,"Mind, CAREFULNESS",iod,2
10,CAREFULNESS,,"Mind, CAREFULNESS",nux-v,2
10,CAREFULNESS,,"Mind, CAREFULNESS",puls,1
10,CAREFULNESS,,"Mind, CAREFULNESS",ran-b,1
10,"CARES, full of",,"Mind, CARES, full of",Caust,1
10,"CARES, full of",,"Mind, CARES, full of",chin,2
10,"CARES, full of",,"Mind, CARES, full of",coff,1
10,"CARES, full of",,"Mind, CARES, full of",puls,1
10,"CARES, full of","ailments, from","Mind, CARES, full of, ailments, from",Ph-ac,2
10,"CARES, full of","domestic affairs, about","Mind, CARES, full of, domestic affairs, about",Bar-c,1
10,"CARES, full of","domestic affairs, about","Mind, CARES, full of, domestic affairs, about",puls,2
10,"CARES, full of","domestic affairs, about","Mind, CARES, full of, domestic affairs, about",sep,1
10,"CARES, full of","trifles, about","Mind, CARES, full of, trifles, about",Ars,2
10,"CARRIED, desires to be",,"Mind, CARRIED, desires to be",Acet-ac,1
10,"CARRIED, desires to be",,"Mind, CARRIED, desires to be",acon,1
10,"CARRIED, desires to be",,"Mind, CARRIED, desires to be",ant-t,1
10,"CARRIED, desires to be",,"Mind, CARRIED, desires to be",ars,2
10,"CARRIED, desires to be",,"Mind, CARRIED, desires to be",benz-ac,1
10,"CARRIED, desires to be",,"Mind, CARRIED, desires to be",brom,1
10,"CARRIED, desires to be",,"Mind, CARRIED, desires to be",carb-v,1
10,"CARRIED, desires to be",,"Mind, CARRIED, desires to be",Cham,3
10,"CARRIED, desires to be",,"Mind, CARRIED, desires to be",cina,2
10,"CARRIED, desires to be",,"Mind, CARRIED, desires to be",ign,1
10,"CARRIED, desires to be",,"Mind, CARRIED, desires to be",kali-c,2
10,"CARRIED, desires to be",,"Mind, CARRIED, desires to be",lyc,2
10,"CARRIED, desires to be",,"Mind, CARRIED, desires to be",puls,1
10,"CARRIED, desires to be",,"Mind, CARRIED, desires to be",rhus-t,2
10,"CARRIED, desires to be",,"Mind, CARRIED, desires to be",sanic,1
10,"CARRIED, desires to be",,"Mind, CARRIED, desires to be",staph,1
10,"CARRIED, desires to be",,"Mind, CARRIED, desires to be",sulph,1
10,"CARRIED, desires to be",,"Mind, CARRIED, desires to be",verat,2
10,"CARRIED, desires to be",in croup,"Mind, CARRIED, desires to be, in croup",Brom,1
10,"CARRIED, desires to be",fast,"Mind, CARRIED, desires to be, fast",Ars,3
10,"CARRIED, desires to be",fast,"Mind, CARRIED, desires to be, fast",bell,1
10,"CARRIED, desires to be",fast,"Mind, CARRIED, desires to be, fast",brom,1
10,"CARRIED, desires to be",fast,"Mind, CARRIED, desires to be, fast",rhus-t,1
10,"CARRIED, desires to be",fast,"Mind, CARRIED, desires to be, fast",verat,1
10,"CARRIED, desires to be",slowly,"Mind, CARRIED, desires to be, slowly",Puls,2
10,CAUTIOUS,,"Mind, CAUTIOUS",Caust,1
10,CAUTIOUS,,"Mind, CAUTIOUS",graph,1
10,CAUTIOUS,,"Mind, CAUTIOUS",ip,1
10,CAUTIOUS,,"Mind, CAUTIOUS",mag-arct,1
10,CAUTIOUS,anxiously,"Mind, CAUTIOUS, anxiously",Caust,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",Acon,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",alum,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",am-c,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",arn,2
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",Ars,3
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",aur,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",bar-c,2
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",bell,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",benz,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",bor,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",calc-p,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",calc,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",caps,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",carl,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",caust,2
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",cench,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",cham,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",chin-a,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",chin,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",cic,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",cocc,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",cycl,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",der,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",dulc,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",gran,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",guai,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",helon,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",hyos,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",ign,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",ip,2
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",iris,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",lac-c,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",lach,2
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",lyc,2
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",merc,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",mez,2
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",mosch,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",myric,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",nat-m,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",nux-v,2
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",par,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",petr,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",plat,2
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",plb,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",ran-b,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",rhus-t,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",sep,2
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",sil,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",sol-t-ae,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",staph,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",Sulph,3
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",til,1
10,"CENSORIOUS, critical",,"Mind, CENSORIOUS, critical",verat,2
10,"CENSORIOUS, critical",afternoon,"Mind, CENSORIOUS, critical, afternoon",Dulc,1
10,"CENSORIOUS, critical","dearest friends, with","Mind, CENSORIOUS, critical, dearest friends, with",Chin-a,1
10,"CENSORIOUS, critical","dearest friends, with","Mind, CENSORIOUS, critical, dearest friends, with",der,1
10,"CENSORIOUS, critical",disposed to find fault or is silent,"Mind, CENSORIOUS, critical, disposed to find fault or is silent",Verat,2
10,CHAOTIC,,"Mind, CHAOTIC",Agar,1
10,CHAOTIC,,"Mind, CHAOTIC",am-c,1
10,CHAOTIC,,"Mind, CHAOTIC",anac,1
10,CHAOTIC,,"Mind, CHAOTIC",ars,2
10,CHAOTIC,,"Mind, CHAOTIC",bell,2
10,CHAOTIC,,"Mind, CHAOTIC",bov,2
10,CHAOTIC,,"Mind, CHAOTIC",kali-c,1
10,CHAOTIC,,"Mind, CHAOTIC",mag-m,1
10,CHAOTIC,,"Mind, CHAOTIC",merc,2
10,CHAOTIC,,"Mind, CHAOTIC",mez,1
10,CHAOTIC,,"Mind, CHAOTIC",nat-c,1
10,CHAOTIC,,"Mind, CHAOTIC",ph-ac,2
10,CHAOTIC,,"Mind, CHAOTIC",phos,2
10,CHAOTIC,,"Mind, CHAOTIC",rhod,2
10,CHAOTIC,,"Mind, CHAOTIC",seneg,2
10,CHAOTIC,,"Mind, CHAOTIC",thuj,1
10,CHAOTIC,,"Mind, CHAOTIC",zinc,1
10,CHASES imaginary objects,,"Mind, CHASES imaginary objects",Stram,1
10,CHASES imaginary objects,persons,"Mind, CHASES imaginary objects, persons",Cur,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",Abrot,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",acon,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",aesc,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",aeth,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",agar,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",aloe,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",anac,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",ang,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",ant-c,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",apis,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",apoc,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",arg-m,2
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",ars,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",asaf,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",asar,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",aur-m,1
10,"CHEERFUL, gay, happy",,"Mind, CHEERFUL, gay, happy",aur,2
